"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2011/08/23","03:18","0.704","-","1.07"
"2011/08/23","03:24","0.703","-","1.05"
"2011/08/23","03:30","0.706","-","1.05"
"2011/08/23","03:36","0.713","-","1.05"
"2011/08/23","03:42","0.723","-","1.06"
"2011/08/23","03:48","0.736","-","1.09"
"2011/08/23","03:54","0.753","-","1.13"
"2011/08/23","04:00","0.773","-","1.15"
"2011/08/23","04:06","0.795","-","1.19"
"2011/08/23","04:12","0.821","-","1.22"
"2011/08/23","04:18","0.849","-","1.23"
"2011/08/23","04:24","0.88","-","1.25"
"2011/08/23","04:30","0.913","-","1.26"
"2011/08/23","04:36","0.948","-","1.28"
"2011/08/23","04:42","0.984","-","1.31"
"2011/08/23","04:48","1.023","-","1.35"
"2011/08/23","04:54","1.062","-","1.38"
"2011/08/23","05:00","1.103","-","1.42"
"2011/08/23","05:06","1.144","-","1.47"
"2011/08/23","05:12","1.186","-","1.5"
"2011/08/23","05:18","1.228","-","1.55"
"2011/08/23","05:24","1.27","-","1.59"
"2011/08/23","05:30","1.312","-","1.65"
"2011/08/23","05:36","1.353","-","1.68"
"2011/08/23","05:42","1.394","-","1.71"
"2011/08/23","05:48","1.434","-","1.77"
"2011/08/23","05:54","1.474","-","1.82"
"2011/08/23","06:00","1.512","-","1.85"
"2011/08/23","06:06","1.55","-","1.88"
"2011/08/23","06:12","1.586","-","1.91"
"2011/08/23","06:18","1.621","-","1.95"
"2011/08/23","06:24","1.655","-","1.98"
"2011/08/23","06:30","1.687","-","2"
"2011/08/23","06:36","1.719","-","2.04"
"2011/08/23","06:42","1.749","-","2.08"
"2011/08/23","06:48","1.779","-","2.13"
"2011/08/23","06:54","1.807","-","2.16"
"2011/08/23","07:00","1.834","-","2.19"
"2011/08/23","07:06","1.86","-","2.22"
"2011/08/23","07:12","1.886","-","2.24"
"2011/08/23","07:18","1.911","-","2.28"
"2011/08/23","07:24","1.935","-","2.3"
"2011/08/23","07:30","1.958","-","2.32"
"2011/08/23","07:36","1.981","-","2.33"
"2011/08/23","07:42","2.003","-","2.36"
"2011/08/23","07:48","2.024","-","2.39"
"2011/08/23","07:54","2.045","-","2.39"
"2011/08/23","08:00","2.065","-","2.4"
"2011/08/23","08:06","2.084","-","2.41"
"2011/08/23","08:12","2.102","-","2.44"
"2011/08/23","08:18","2.12","-","2.47"
"2011/08/23","08:24","2.136","-","2.47"
"2011/08/23","08:30","2.151","-","2.49"
"2011/08/23","08:36","2.165","-","2.5"
"2011/08/23","08:42","2.178","-","2.52"
"2011/08/23","08:48","2.188","-","2.52"
"2011/08/23","08:54","2.197","-","2.53"
"2011/08/23","09:00","2.204","-","2.53"
"2011/08/23","09:06","2.209","-","2.53"
"2011/08/23","09:12","2.212","-","2.52"
"2011/08/23","09:18","2.213","-","2.52"
"2011/08/23","09:24","2.211","-","2.52"
"2011/08/23","09:30","2.207","-","2.52"
"2011/08/23","09:36","2.201","-","2.5"
"2011/08/23","09:42","2.192","-","2.48"
"2011/08/23","09:48","2.18","-","2.46"
"2011/08/23","09:54","2.167","-","2.45"
"2011/08/23","10:00","2.151","-","2.43"
"2011/08/23","10:06","2.132","-","2.41"
"2011/08/23","10:12","2.112","-","2.39"
"2011/08/23","10:18","2.089","-","2.38"
"2011/08/23","10:24","2.065","-","2.35"
"2011/08/23","10:30","2.039","-","2.34"
"2011/08/23","10:36","2.012","-","2.33"
"2011/08/23","10:42","1.983","-","2.31"
"2011/08/23","10:48","1.954","-","2.3"
"2011/08/23","10:54","1.923","-","2.27"
"2011/08/23","11:00","1.892","-","2.26"
"2011/08/23","11:06","1.861","-","2.23"
"2011/08/23","11:12","1.829","-","2.18"
"2011/08/23","11:18","1.797","-","2.14"
"2011/08/23","11:24","1.765","-","2.12"
"2011/08/23","11:30","1.733","-","2.1"
"2011/08/23","11:36","1.701","-","2.07"
"2011/08/23","11:42","1.67","-","2.05"
"2011/08/23","11:48","1.639","-","2.01"
"2011/08/23","11:54","1.609","-","1.99"
"2011/08/23","12:00","1.58","-","1.97"
"2011/08/23","12:06","1.551","-","1.96"
"2011/08/23","12:12","1.522","-","1.92"
"2011/08/23","12:18","1.494","-","1.89"
"2011/08/23","12:24","1.467","-","1.89"
"2011/08/23","12:30","1.44","-","1.85"
"2011/08/23","12:36","1.413","-","1.84"
"2011/08/23","12:42","1.387","-","1.79"
"2011/08/23","12:48","1.362","-","1.75"
"2011/08/23","12:54","1.336","-","1.69"
"2011/08/23","13:00","1.311","-","1.65"
"2011/08/23","13:06","1.287","-","1.62"
"2011/08/23","13:12","1.262","-","1.58"
"2011/08/23","13:18","1.238","-","1.55"
"2011/08/23","13:24","1.214","-","1.54"
"2011/08/23","13:30","1.191","-","1.5"
"2011/08/23","13:36","1.168","-","1.48"
"2011/08/23","13:42","1.145","-","1.47"
"2011/08/23","13:48","1.123","-","1.45"
"2011/08/23","13:54","1.101","-","1.43"
"2011/08/23","14:00","1.08","-","1.4"
"2011/08/23","14:06","1.06","-","1.36"
"2011/08/23","14:12","1.042","-","1.32"
"2011/08/23","14:18","1.024","-","1.3"
"2011/08/23","14:24","1.007","-","1.27"
"2011/08/23","14:30","0.992","-","1.25"
"2011/08/23","14:36","0.979","-","1.22"
"2011/08/23","14:42","0.967","-","1.22"
"2011/08/23","14:48","0.958","-","1.2"
"2011/08/23","14:54","0.95","-","1.2"
"2011/08/23","15:00","0.945","-","1.19"
"2011/08/23","15:06","0.942","-","1.2"
"2011/08/23","15:12","0.942","-","1.21"
"2011/08/23","15:18","0.944","-","1.22"
"2011/08/23","15:24","0.949","-","1.22"
"2011/08/23","15:30","0.957","-","1.22"
"2011/08/23","15:36","0.968","-","1.23"
"2011/08/23","15:42","0.982","-","1.24"
"2011/08/23","15:48","0.999","-","1.26"
"2011/08/23","15:54","1.019","-","1.27"
"2011/08/23","16:00","1.041","-","1.28"
"2011/08/23","16:06","1.067","-","1.32"
"2011/08/23","16:12","1.095","-","1.35"
"2011/08/23","16:18","1.126","-","1.37"
"2011/08/23","16:24","1.16","-","1.42"
"2011/08/23","16:30","1.196","-","1.48"
"2011/08/23","16:36","1.234","-","1.52"
"2011/08/23","16:42","1.275","-","1.58"
"2011/08/23","16:48","1.317","-","1.63"
"2011/08/23","16:54","1.361","-","1.69"
"2011/08/23","17:00","1.406","-","1.71"
"2011/08/23","17:06","1.453","-","1.76"
"2011/08/23","17:12","1.501","-","1.8"
"2011/08/23","17:18","1.549","-","1.85"
"2011/08/23","17:24","1.597","-","1.89"
"2011/08/23","17:30","1.646","-","1.91"
"2011/08/23","17:36","1.695","-","1.97"
"2011/08/23","17:42","1.744","-","2.01"
"2011/08/23","17:48","1.792","-","2.04"
"2011/08/23","17:54","1.839","-","2.09"
"2011/08/23","18:00","1.886","-","2.14"
"2011/08/23","18:06","1.931","-","2.19"
"2011/08/23","18:12","1.976","-","2.24"
"2011/08/23","18:18","2.019","-","2.29"
"2011/08/23","18:24","2.061","-","2.32"
"2011/08/23","18:30","2.101","-","2.35"
"2011/08/23","18:36","2.14","-","2.38"
"2011/08/23","18:42","2.178","-","2.44"
"2011/08/23","18:48","2.214","-","2.47"
"2011/08/23","18:54","2.249","-","2.48"
"2011/08/23","19:00","2.283","-","2.5"
"2011/08/23","19:06","2.315","-","2.53"
"2011/08/23","19:12","2.346","-","2.56"
"2011/08/23","19:18","2.376","-","2.6"
"2011/08/23","19:24","2.405","-","2.63"
"2011/08/23","19:30","2.433","-","2.67"
"2011/08/23","19:36","2.46","-","2.69"
"2011/08/23","19:42","2.487","-","2.72"
"2011/08/23","19:48","2.513","-","2.76"
"2011/08/23","19:54","2.538","-","2.8"
"2011/08/23","20:00","2.563","-","2.81"
"2011/08/23","20:06","2.587","-","2.83"
"2011/08/23","20:12","2.611","-","2.84"
"2011/08/23","20:18","2.634","-","2.87"
"2011/08/23","20:24","2.657","-","2.88"
"2011/08/23","20:30","2.679","-","2.9"
"2011/08/23","20:36","2.7","-","2.92"
"2011/08/23","20:42","2.72","-","2.94"
"2011/08/23","20:48","2.74","-","2.97"
"2011/08/23","20:54","2.758","-","2.99"
"2011/08/23","21:00","2.775","-","3.02"
"2011/08/23","21:06","2.791","-","3.03"
"2011/08/23","21:12","2.805","-","3.04"
"2011/08/23","21:18","2.817","-","3.07"
"2011/08/23","21:24","2.827","-","3.07"
"2011/08/23","21:30","2.835","-","3.08"
"2011/08/23","21:36","2.841","-","3.06"
"2011/08/23","21:42","2.844","-","3.07"
"2011/08/23","21:48","2.845","-","3.06"
"2011/08/23","21:54","2.843","-","3.04"
"2011/08/23","22:00","2.838","-","3.02"
"2011/08/23","22:06","2.831","-","3.01"
"2011/08/23","22:12","2.821","-","3"
"2011/08/23","22:18","2.807","-","2.97"
"2011/08/23","22:24","2.792","-","2.94"
"2011/08/23","22:30","2.773","-","2.93"
"2011/08/23","22:36","2.751","-","2.9"
"2011/08/23","22:42","2.727","-","2.88"
"2011/08/23","22:48","2.701","-","2.85"
"2011/08/23","22:54","2.672","-","2.83"
"2011/08/23","23:00","2.641","-","2.8"
"2011/08/23","23:06","2.609","-","2.76"
"2011/08/23","23:12","2.574","-","2.72"
"2011/08/23","23:18","2.538","-","2.67"
"2011/08/23","23:24","2.5","-","2.63"
"2011/08/23","23:30","2.461","-","2.59"
"2011/08/23","23:36","2.421","-","2.55"
"2011/08/23","23:42","2.38","-","2.51"
"2011/08/23","23:48","2.339","-","2.47"
"2011/08/23","23:54","2.296","-","2.44"
"2011/08/24","00:00","2.254","-","2.42"
"2011/08/24","00:06","2.21","-","2.38"
"2011/08/24","00:12","2.167","-","2.35"
"2011/08/24","00:18","2.123","-","2.31"
"2011/08/24","00:24","2.078","-","2.27"
"2011/08/24","00:30","2.034","-","2.23"
"2011/08/24","00:36","1.989","-","2.18"
"2011/08/24","00:42","1.944","-","2.14"
"2011/08/24","00:48","1.899","-","2.08"
"2011/08/24","00:54","1.854","-","2.02"
"2011/08/24","01:00","1.808","-","1.97"
"2011/08/24","01:06","1.762","-","1.92"
"2011/08/24","01:12","1.716","-","1.88"
"2011/08/24","01:18","1.669","-","1.83"
"2011/08/24","01:24","1.622","-","1.8"
"2011/08/24","01:30","1.575","-","1.74"
"2011/08/24","01:36","1.527","-","1.69"
"2011/08/24","01:42","1.48","-","1.64"
"2011/08/24","01:48","1.432","-","1.6"
"2011/08/24","01:54","1.384","-","1.53"
"2011/08/24","02:00","1.335","-","1.49"
"2011/08/24","02:06","1.287","-","1.44"
"2011/08/24","02:12","1.239","-","1.41"
"2011/08/24","02:18","1.192","-","1.36"
"2011/08/24","02:24","1.145","-","1.3"
"2011/08/24","02:30","1.099","-","1.26"
"2011/08/24","02:36","1.053","-","1.22"
"2011/08/24","02:42","1.009","-","1.17"
"2011/08/24","02:48","0.966","-","1.12"
"2011/08/24","02:54","0.925","-","1.08"
"2011/08/24","03:00","0.886","-","1.05"
"2011/08/24","03:06","0.848","-","1.02"
"2011/08/24","03:12","0.813","-","0.97"
"2011/08/24","03:18","0.78","-","0.96"
"2011/08/24","03:24","0.75","-","0.94"
"2011/08/24","03:30","0.723","-","0.9"
"2011/08/24","03:36","0.698","-","0.88"
"2011/08/24","03:42","0.677","-","0.86"
"2011/08/24","03:48","0.66","-","0.86"
"2011/08/24","03:54","0.646","-","0.85"
"2011/08/24","04:00","0.635","-","0.82"
"2011/08/24","04:06","0.628","-","0.83"
"2011/08/24","04:12","0.625","-","0.83"
"2011/08/24","04:18","0.626","-","0.81"
"2011/08/24","04:24","0.631","-","0.81"
"2011/08/24","04:30","0.639","-","0.81"
"2011/08/24","04:36","0.651","-","0.81"
"2011/08/24","04:42","0.666","-","0.82"
"2011/08/24","04:48","0.685","-","0.82"
"2011/08/24","04:54","0.708","-","0.84"
"2011/08/24","05:00","0.733","-","0.86"
"2011/08/24","05:06","0.762","-","0.89"
"2011/08/24","05:12","0.793","-","0.94"
"2011/08/24","05:18","0.827","-","0.98"
"2011/08/24","05:24","0.863","-","1.03"
"2011/08/24","05:30","0.901","-","1.07"
"2011/08/24","05:36","0.941","-","1.1"
"2011/08/24","05:42","0.982","-","1.14"
"2011/08/24","05:48","1.025","-","1.19"
"2011/08/24","05:54","1.068","-","1.24"
"2011/08/24","06:00","1.112","-","1.27"
"2011/08/24","06:06","1.157","-","1.32"
"2011/08/24","06:12","1.202","-","1.35"
"2011/08/24","06:18","1.247","-","1.39"
"2011/08/24","06:24","1.291","-","1.43"
"2011/08/24","06:30","1.335","-","1.46"
"2011/08/24","06:36","1.379","-","1.54"
"2011/08/24","06:42","1.421","-","1.58"
"2011/08/24","06:48","1.463","-","1.63"
"2011/08/24","06:54","1.504","-","1.68"
"2011/08/24","07:00","1.544","-","1.73"
"2011/08/24","07:06","1.582","-","1.78"
"2011/08/24","07:12","1.62","-","1.83"
"2011/08/24","07:18","1.656","-","1.86"
"2011/08/24","07:24","1.691","-","1.91"
"2011/08/24","07:30","1.726","-","1.94"
"2011/08/24","07:36","1.759","-","2.01"
"2011/08/24","07:42","1.791","-","2.03"
"2011/08/24","07:48","1.822","-","2.08"
"2011/08/24","07:54","1.853","-","2.12"
"2011/08/24","08:00","1.882","-","2.14"
"2011/08/24","08:06","1.911","-","2.17"
"2011/08/24","08:12","1.939","-","2.2"
"2011/08/24","08:18","1.967","-","2.22"
"2011/08/24","08:24","1.994","-","2.25"
"2011/08/24","08:30","2.02","-","2.28"
"2011/08/24","08:36","2.046","-","2.32"
"2011/08/24","08:42","2.071","-","2.32"
"2011/08/24","08:48","2.096","-","2.34"
"2011/08/24","08:54","2.12","-","2.37"
"2011/08/24","09:00","2.142","-","2.37"
"2011/08/24","09:06","2.164","-","2.38"
"2011/08/24","09:12","2.185","-","2.42"
"2011/08/24","09:18","2.204","-","2.43"
"2011/08/24","09:24","2.222","-","2.44"
"2011/08/24","09:30","2.239","-","2.45"
"2011/08/24","09:36","2.253","-","2.48"
"2011/08/24","09:42","2.266","-","2.51"
"2011/08/24","09:48","2.277","-","2.51"
"2011/08/24","09:54","2.285","-","2.51"
"2011/08/24","10:00","2.291","-","2.52"
"2011/08/24","10:06","2.295","-","2.55"
"2011/08/24","10:12","2.296","-","2.53"
"2011/08/24","10:18","2.294","-","2.53"
"2011/08/24","10:24","2.29","-","2.53"
"2011/08/24","10:30","2.283","-","2.53"
"2011/08/24","10:36","2.273","-","2.52"
"2011/08/24","10:42","2.26","-","2.51"
"2011/08/24","10:48","2.245","-","2.49"
"2011/08/24","10:54","2.227","-","2.48"
"2011/08/24","11:00","2.206","-","2.46"
"2011/08/24","11:06","2.184","-","2.44"
"2011/08/24","11:12","2.159","-","2.42"
"2011/08/24","11:18","2.132","-","2.4"
"2011/08/24","11:24","2.104","-","2.38"
"2011/08/24","11:30","2.074","-","2.36"
"2011/08/24","11:36","2.043","-","2.34"
"2011/08/24","11:42","2.01","-","2.31"
"2011/08/24","11:48","1.977","-","2.29"
"2011/08/24","11:54","1.943","-","2.25"
"2011/08/24","12:00","1.908","-","2.22"
"2011/08/24","12:06","1.874","-","2.17"
"2011/08/24","12:12","1.839","-","2.14"
"2011/08/24","12:18","1.804","-","2.08"
"2011/08/24","12:24","1.769","-","2.08"
"2011/08/24","12:30","1.735","-","2.05"
"2011/08/24","12:36","1.7","-","2.01"
"2011/08/24","12:42","1.667","-","1.97"
"2011/08/24","12:48","1.633","-","1.94"
"2011/08/24","12:54","1.601","-","1.91"
"2011/08/24","13:00","1.568","-","1.89"
"2011/08/24","13:06","1.536","-","1.88"
"2011/08/24","13:12","1.505","-","1.86"
"2011/08/24","13:18","1.474","-","1.82"
"2011/08/24","13:24","1.443","-","1.8"
"2011/08/24","13:30","1.413","-","1.76"
"2011/08/24","13:36","1.383","-","1.71"
"2011/08/24","13:42","1.353","-","1.69"
"2011/08/24","13:48","1.323","-","1.65"
"2011/08/24","13:54","1.294","-","1.59"
"2011/08/24","14:00","1.265","-","1.56"
"2011/08/24","14:06","1.235","-","1.52"
"2011/08/24","14:12","1.207","-","1.48"
"2011/08/24","14:18","1.178","-","1.43"
"2011/08/24","14:24","1.15","-","1.4"
"2011/08/24","14:30","1.122","-","1.35"
"2011/08/24","14:36","1.094","-","1.31"
"2011/08/24","14:42","1.067","-","1.27"
"2011/08/24","14:48","1.041","-","1.21"
"2011/08/24","14:54","1.015","-","1.18"
"2011/08/24","15:00","0.991","-","1.14"
"2011/08/24","15:06","0.968","-","1.1"
"2011/08/24","15:12","0.946","-","1.06"
"2011/08/24","15:18","0.926","-","1.06"
"2011/08/24","15:24","0.907","-","1.03"
"2011/08/24","15:30","0.891","-","1.02"
"2011/08/24","15:36","0.876","-","0.99"
"2011/08/24","15:42","0.864","-","0.98"
"2011/08/24","15:48","0.854","-","1"
"2011/08/24","15:54","0.847","-","0.98"
"2011/08/24","16:00","0.843","-","0.96"
"2011/08/24","16:06","0.842","-","0.95"
"2011/08/24","16:12","0.844","-","0.95"
"2011/08/24","16:18","0.849","-","0.94"
"2011/08/24","16:24","0.857","-","0.93"
"2011/08/24","16:30","0.868","-","0.95"
"2011/08/24","16:36","0.883","-","0.95"
"2011/08/24","16:42","0.901","-","0.95"
"2011/08/24","16:48","0.923","-","0.97"
"2011/08/24","16:54","0.948","-","1.01"
"2011/08/24","17:00","0.976","-","1.06"
"2011/08/24","17:06","1.007","-","1.08"
"2011/08/24","17:12","1.041","-","1.13"
"2011/08/24","17:18","1.078","-","1.18"
"2011/08/24","17:24","1.117","-","1.21"
"2011/08/24","17:30","1.159","-","1.27"
"2011/08/24","17:36","1.203","-","1.31"
"2011/08/24","17:42","1.249","-","1.37"
"2011/08/24","17:48","1.297","-","1.43"
"2011/08/24","17:54","1.346","-","1.46"
"2011/08/24","18:00","1.397","-","1.5"
"2011/08/24","18:06","1.448","-","1.54"
"2011/08/24","18:12","1.5","-","1.61"
"2011/08/24","18:18","1.553","-","1.63"
"2011/08/24","18:24","1.606","-","1.68"
"2011/08/24","18:30","1.659","-","1.71"
"2011/08/24","18:36","1.712","-","1.77"
"2011/08/24","18:42","1.764","-","1.81"
"2011/08/24","18:48","1.815","-","1.88"
"2011/08/24","18:54","1.866","-","1.94"
"2011/08/24","19:00","1.916","-","1.99"
"2011/08/24","19:06","1.964","-","2.05"
"2011/08/24","19:12","2.012","-","2.12"
"2011/08/24","19:18","2.058","-","2.17"
"2011/08/24","19:24","2.102","-","2.2"
"2011/08/24","19:30","2.146","-","2.24"
"2011/08/24","19:36","2.188","-","2.28"
"2011/08/24","19:42","2.229","-","2.32"
"2011/08/24","19:48","2.269","-","2.37"
"2011/08/24","19:54","2.307","-","2.4"
"2011/08/24","20:00","2.344","-","2.45"
"2011/08/24","20:06","2.38","-","2.49"
"2011/08/24","20:12","2.415","-","2.54"
"2011/08/24","20:18","2.45","-","2.58"
"2011/08/24","20:24","2.483","-","2.62"
"2011/08/24","20:30","2.515","-","2.66"
"2011/08/24","20:36","2.547","-","2.72"
"2011/08/24","20:42","2.578","-","2.75"
"2011/08/24","20:48","2.609","-","2.79"
"2011/08/24","20:54","2.639","-","2.83"
"2011/08/24","21:00","2.668","-","2.86"
"2011/08/24","21:06","2.697","-","2.88"
"2011/08/24","21:12","2.724","-","2.92"
"2011/08/24","21:18","2.751","-","2.92"
"2011/08/24","21:24","2.777","-","2.94"
"2011/08/24","21:30","2.802","-","2.98"
"2011/08/24","21:36","2.826","-","3.02"
"2011/08/24","21:42","2.848","-","3.04"
"2011/08/24","21:48","2.869","-","3.08"
"2011/08/24","21:54","2.888","-","3.1"
"2011/08/24","22:00","2.905","-","3.14"
"2011/08/24","22:06","2.92","-","3.15"
"2011/08/24","22:12","2.933","-","3.16"
"2011/08/24","22:18","2.943","-","3.16"
"2011/08/24","22:24","2.951","-","3.18"
"2011/08/24","22:30","2.956","-","3.2"
"2011/08/24","22:36","2.958","-","3.2"
"2011/08/24","22:42","2.957","-","3.18"
"2011/08/24","22:48","2.953","-","3.2"
"2011/08/24","22:54","2.945","-","3.18"
"2011/08/24","23:00","2.935","-","3.17"
"2011/08/24","23:06","2.922","-","3.17"
"2011/08/24","23:12","2.905","-","3.17"
"2011/08/24","23:18","2.885","-","3.16"
"2011/08/24","23:24","2.863","-","3.13"
"2011/08/24","23:30","2.837","-","3.09"
"2011/08/24","23:36","2.809","-","3.06"
"2011/08/24","23:42","2.779","-","3.03"
"2011/08/24","23:48","2.746","-","2.98"
"2011/08/24","23:54","2.71","-","2.94"
"2011/08/25","00:00","2.673","-","2.88"
"2011/08/25","00:06","2.634","-","2.84"
"2011/08/25","00:12","2.594","-","2.81"
"2011/08/25","00:18","2.552","-","2.76"
"2011/08/25","00:24","2.508","-","2.72"
"2011/08/25","00:30","2.464","-","2.69"
"2011/08/25","00:36","2.419","-","2.62"
"2011/08/25","00:42","2.373","-","2.59"
"2011/08/25","00:48","2.327","-","2.53"
"2011/08/25","00:54","2.279","-","2.48"
"2011/08/25","01:00","2.232","-","2.42"
"2011/08/25","01:06","2.184","-","2.39"
"2011/08/25","01:12","2.136","-","2.35"
"2011/08/25","01:18","2.087","-","2.31"
"2011/08/25","01:24","2.038","-","2.26"
"2011/08/25","01:30","1.988","-","2.22"
"2011/08/25","01:36","1.939","-","2.18"
"2011/08/25","01:42","1.889","-","2.14"
"2011/08/25","01:48","1.838","-","2.12"
"2011/08/25","01:54","1.787","-","2.07"
"2011/08/25","02:00","1.736","-","2.01"
"2011/08/25","02:06","1.684","-","1.96"
"2011/08/25","02:12","1.632","-","1.9"
"2011/08/25","02:18","1.58","-","1.84"
"2011/08/25","02:24","1.527","-","1.77"
"2011/08/25","02:30","1.473","-","1.73"
"2011/08/25","02:36","1.42","-","1.67"
"2011/08/25","02:42","1.366","-","1.63"
"2011/08/25","02:48","1.312","-","1.58"
"2011/08/25","02:54","1.258","-","1.54"
"2011/08/25","03:00","1.205","-","1.51"
"2011/08/25","03:06","1.151","-","1.45"
"2011/08/25","03:12","1.099","-","1.4"
"2011/08/25","03:18","1.047","-","1.37"
"2011/08/25","03:24","0.996","-","1.32"
"2011/08/25","03:30","0.946","-","1.25"
"2011/08/25","03:36","0.897","-","1.21"
"2011/08/25","03:42","0.851","-","1.16"
"2011/08/25","03:48","0.806","-","1.11"
"2011/08/25","03:54","0.764","-","1.08"
"2011/08/25","04:00","0.724","-","1.03"
"2011/08/25","04:06","0.686","-","1.01"
"2011/08/25","04:12","0.652","-","0.97"
"2011/08/25","04:18","0.621","-","0.94"
"2011/08/25","04:24","0.593","-","0.91"
"2011/08/25","04:30","0.568","-","0.88"
"2011/08/25","04:36","0.548","-","0.88"
"2011/08/25","04:42","0.531","-","0.85"
"2011/08/25","04:48","0.518","-","0.84"
"2011/08/25","04:54","0.51","-","0.84"
"2011/08/25","05:00","0.505","-","0.82"
"2011/08/25","05:06","0.505","-","0.82"
"2011/08/25","05:12","0.508","-","0.81"
"2011/08/25","05:18","0.516","-","0.82"
"2011/08/25","05:24","0.528","-","0.8"
"2011/08/25","05:30","0.544","-","0.81"
"2011/08/25","05:36","0.564","-","0.84"
"2011/08/25","05:42","0.587","-","0.87"
"2011/08/25","05:48","0.614","-","0.88"
"2011/08/25","05:54","0.644","-","0.9"
"2011/08/25","06:00","0.678","-","0.95"
"2011/08/25","06:06","0.714","-","0.99"
"2011/08/25","06:12","0.753","-","1.02"
"2011/08/25","06:18","0.795","-","1.09"
"2011/08/25","06:24","0.838","-","1.13"
"2011/08/25","06:30","0.884","-","1.17"
"2011/08/25","06:36","0.931","-","1.21"
"2011/08/25","06:42","0.979","-","1.26"
"2011/08/25","06:48","1.028","-","1.31"
"2011/08/25","06:54","1.078","-","1.36"
"2011/08/25","07:00","1.129","-","1.43"
"2011/08/25","07:06","1.18","-","1.48"
"2011/08/25","07:12","1.23","-","1.54"
"2011/08/25","07:18","1.281","-","1.58"
"2011/08/25","07:24","1.331","-","1.63"
"2011/08/25","07:30","1.381","-","1.68"
"2011/08/25","07:36","1.43","-","1.72"
"2011/08/25","07:42","1.478","-","1.76"
